name|description|type|sourcefile|rotate|width|height|refresh|bios|parent|status|manufacter
cfield|Chaos Field (Japan) (GDL-0025)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Able
chocomk|Musapey's Choco Marker (Rev A) (GDL-0014A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Ecole Software
cleoftp|Cleopatra Fortune Plus (GDL-0012)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Altron/Taito
confmiss|Confidential Mission (GDS-0001)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
crackndj|Crackin' DJ|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
crakndj2|Crackin' DJ Part 2 (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
crzytaxi|Crazy Taxi|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
csmash|Cosmic Smash (Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
csmasho|Cosmic Smash|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|csmash|preliminary|Sega
cspike|Cannon Spike / Gun Spike|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom/Psikyo
cvs2|Capcom Vs. SNK 2: Mark Of The Millennium 2001 (USA) (GDL-0008)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Capcom/SNK
cvs2mf|Capcom Vs. SNK 2: Millionaire Fighting 2001 (Japan, Rev A) (GDL-0007A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|cvs2|preliminary|Capcom/SNK
cvsgd|Capcom Vs. SNK: Millennium Fight 2000 Pro (Japan) (GDL-0004)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Capcom/SNK
deathcox|Death Crimson OX (USA)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Ecole Software
deathcoxj|Death Crimson OX (Japan, Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|deathcox|preliminary|Ecole Software
deathcoxo|Death Crimson OX (Japan)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|deathcox|preliminary|Ecole Software
derbyo2k|Derby Owners Club 2000 Ver.2 (Japan, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
derbyoc|Derby Owners Club (Japan, Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
derbyoc2|Derby Owners Club II Ver.2.1 (Japan, Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
derbyocw|Derby Owners Club World Edition EX (Rev D)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
doa2|Dead or Alive 2|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|doa2m|preliminary|Tecmo
doa2a|Dead or Alive 2 (Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|doa2m|preliminary|Tecmo
doa2m|Dead or Alive 2 Millennium|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Tecmo
dragntr|Dragon Treasure (Rev B) (GDS-0030B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
dragntr2|Dragon Treasure 2 (Rev A) (GDS-0037A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
dragntr3|Dragon Treasure 3 (Rev A) (GDS-0041A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
dragntra|Dragon Treasure (Rev A) (GDS-0030A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|dragntr|preliminary|Sega
drbyocwa|Derby Owners Club World Edition (Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|derbyocw|preliminary|Sega
drbyocwb|Derby Owners Club World Edition (Rev B)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|derbyocw|preliminary|Sega
drbyocwc|Derby Owners Club World Edition (Rev C)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|derbyocw|preliminary|Sega
drbyocwt|Derby Owners Club World Edition (Rev T)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|derbyocw|preliminary|Sega
dybb99|Dynamite Baseball '99 (Japan, Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
dybbnao|Dynamite Baseball NAOMI (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
dygolf|Virtua Golf / Dynamic Golf (Rev A) (GDS-0009A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
dygolfp|Virtua Golf / Dynamic Golf (prototype)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|dygolf|preliminary|Sega
f355|Ferrari F355 Challenge (deluxe, no link)|parent|sega/naomi.cpp|0|640|480|61.702586|f355dlx||preliminary|Sega
f355bios|NAOMI Ferrari F355 Challenge (twin-deluxe) BIOS|bios|sega/naomi.cpp|0|640|480|61.702586||||Sega
f355dlx|NAOMI Ferrari F355 Challenge (deluxe) BIOS|bios|sega/naomi.cpp|0|640|480|61.702586||||Sega
f355p|Ferrari F355 Challenge (private show version)|clone|sega/naomi.cpp|0|640|480|61.702586|f355dlx|f355|preliminary|Sega
f355twin|Ferrari F355 Challenge (twin/deluxe)|parent|sega/naomi.cpp|0|640|480|61.702586|f355bios||preliminary|Sega
f355twinp|Ferrari F355 Challenge (twin/deluxe, preview)|clone|sega/naomi.cpp|0|640|480|61.702586|f355bios|f355twin|preliminary|Sega
f355twn2|Ferrari F355 Challenge 2 - International Course Edition (twin/deluxe)|parent|sega/naomi.cpp|0|640|480|61.702586|f355bios||preliminary|Sega
ggram2|Giant Gram: All Japan Pro Wrestling 2 (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
ggx|Guilty Gear X|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Arc System Works
ggxx|Guilty Gear XX (GDL-0011)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Arc System Works
ggxxac|Guilty Gear XX Accent Core (Japan) (GDL-0041)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Arc System Works
ggxxrl|Guilty Gear XX #Reload (Japan, Rev A) (GDL-0019A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Arc System Works
ggxxrlo|Guilty Gear XX #Reload (Japan) (GDL-0019)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|ggxxrl|preliminary|Arc System Works
ggxxsla|Guilty Gear XX Slash (Japan, Rev A) (GDL-0033A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Arc System Works
gram2000|Giant Gram 2000|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
gundmct|Mobile Suit Gundam: Federation Vs. Zeon|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Banpresto/Capcom
gundmgd|Mobile Suit Gundam: Federation Vs. Zeon (GDL-0001)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Banpresto/Capcom
gundmxgd|Mobile Suit Gundam: Federation Vs. Zeon DX (USA, Japan) (GDL-0006)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Capcom
gunsur2|Gun Survivor 2 Biohazard Code: Veronica (World, BHF2 Ver.E)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom/Namco
gunsur2j|Gun Survivor 2 Biohazard Code: Veronica (Japan, BHF1 Ver.E)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|gunsur2|preliminary|Capcom/Namco
gwing2|Giga Wing 2|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom/Takumi
hmgeo|Heavy Metal: Geomatrix (Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom
hod2bios|NAOMI The House of the Dead 2 BIOS|bios|sega/naomi.cpp|0|640|480|61.702586||||Sega
hopper|SWP Hopper Board|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
hotd2|The House of the Dead 2 (USA)|parent|sega/naomi.cpp|0|640|480|61.702586|hod2bios||preliminary|Sega
hotd2e|The House of the Dead 2 (Export)|clone|sega/naomi.cpp|0|640|480|61.702586|hod2bios|hotd2|preliminary|Sega
hotd2o|The House of the Dead 2|clone|sega/naomi.cpp|0|640|480|61.702586|hod2bios|hotd2|preliminary|Sega
hotd2p|The House of the Dead 2 (prototype)|clone|sega/naomi.cpp|0|640|480|61.702586|hod2bios|hotd2|preliminary|Sega
ikaruga|Ikaruga (GDL-0010)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Treasure
illvelo|Illvelo (Illmatic Envelope) (Japan)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Milestone
inunoos|Inu no Osanpo / Dog Walking (Japan, Export, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega/Wow Entertainment
jambo|Jambo! Safari (Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
jingystm|Jingi Storm - The Arcade (Japan) (GDL-0037)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Atrativa
karous|Karous (Japan) (GDL-0040)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Milestone
keyboard|La Keyboard (GDS-0017)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|G.Rev/Sega
kick4csh|Kick '4' Cash (Export)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
kurucham|Kurukuru Chameleon (Japan) (GDL-0034)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Able
lupinsho|Lupin The Third - The Shooting (Rev A) (GDS-0018A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Eighting/Sega
lupinshoo|Lupin The Third - The Shooting (GDS-0018)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|lupinsho|preliminary|Eighting/Sega
luptype|Lupin The Third - The Typing (Rev A) (GDS-0021A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
mamonoro|Mamoru-kun wa Norowarete Shimatta! (Japan)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|G.Rev
manicpnc|Manic Panic Ghosts! (USA, Export)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
marstv|Mars TV (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mazan|Mazan: Flash of the Blade (World, MAZ2 Ver.A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Namco
mazanj|Mazan: Flash of the Blade (Japan, MAZ1 Ver.A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mazan|preliminary|Namco
mazanu|Mazan: Flash of the Blade (US, MAZ3 Ver.A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mazan|preliminary|Namco
mbaa|Melty Blood Actress Again Version A (Japan, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Ecole/Type-Moon
mbaao|Melty Blood Actress Again (Japan)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mbaa|preliminary|Ecole/Type-Moon
meltyb|Melty Blood Act Cadenza Version B2 (Japan) (GDL-0039A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Ecole Software
meltybld|Melty Blood Act Cadenza Ver. A (Japan) (GDL-0028C)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Ecole Software
meltyblo|Melty Blood Act Cadenza (Japan) (GDL-0028)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|meltybld|preliminary|Ecole Software
meltybo|Melty Blood Act Cadenza Version B (Japan) (GDL-0039)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|meltyb|preliminary|Ecole Software
mj1|Sega Yonin Uchi Mahjong MJ (Update Disc Ver.1.008, Japan) (CDP-10002B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
moeru|Moeru Casinyo (Japan) (GDL-0013)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Altron
mok|The Maze of the Kings (GDS-0022)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
monkeyba|Monkey Ball (GDS-0008)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
mushi2eo|Mushiking The King Of Beetles - Mushiking II / III / III+ (Ver. 1.001) (World)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushik2e|preliminary|Sega
mushi2k4|Mushiking The King Of Beetles 2004 Second (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushi2k5|Mushiking The King Of Beetles 2005 First (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushi2k61|Mushiking The King Of Beetles 2006 First (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushi2k62|Mushiking The King Of Beetles 2006 Second (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushik2e|Mushiking The King Of Beetles - Mushiking II / III / III+ (Ver. 2.001) (World)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushik2k|Mushiking The King Of Beetles - Mushiking II / III / III+ (Ver. 1.000-) (Korea)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushik2e|preliminary|Sega
mushik4e|Mushiking The King Of Beetles - Mushiking IV / V / VI (World)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushikc|Mushiking The King Of Beetle (2K3 2ND Ver. 1.000-, China)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushike|preliminary|Sega
mushike|Mushiking The King Of Beetle (2K3 2ND Ver. 1.003-, World)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
mushikeo|Mushiking The King Of Beetle (2K3 2ND Ver. 1.002-, World)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushike|preliminary|Sega
mushikep|Mushiking The King Of Beetle (MUSHIUSA '04 1ST, Prototype)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushike|preliminary|Sega
mushikk|Mushiking The King Of Beetle (2K3 2ND Ver. 1.000-, Korea)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mushike|preliminary|Sega
mvsc2|Marvel Vs. Capcom 2: New Age of Heroes (Export, Korea, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom/Marvel
mvsc2u|Marvel Vs. Capcom 2: New Age of Heroes (USA, Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|mvsc2|preliminary|Capcom/Marvel
naomi|NAOMI BIOS|bios|sega/naomi.cpp|0|640|480|61.702586||||Sega
naomigd|NAOMI GD-ROM BIOS|bios|sega/naomi.cpp|0|640|480|61.702586||||Sega
ndcfboxa|Naomi DIMM Firmware Update for CF-BOX (4.01) (GDS-0042A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
ngdup23a|Naomi DIMM Firmware Updater (2.13) (GDS-0023A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
ngdup23c|Naomi DIMM Firmware Updater (2.17) (GDS-0023C)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
ngdup23e|Naomi DIMM Firmware Updater (3.17) (GDS-0023E)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
ninjaslt|Ninja Assault (World, NJA2 Ver.A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Namco
ninjaslta|Ninja Assault (Asia, NJA4 Ver.A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|ninjaslt|preliminary|Namco
ninjasltj|Ninja Assault (Japan, NJA1 Ver.A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|ninjaslt|preliminary|Namco
ninjasltu|Ninja Assault (US, NJA3 Ver.A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|ninjaslt|preliminary|Namco
oinori|Oinori-daimyoujin Matsuri|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
otrigger|OutTrigger|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
pjustic|Project Justice / Moero! Justice Gakuen (Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom
pjustica|Project Justice / Moero! Justice Gakuen (Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|pjustic|preliminary|Capcom
pokasuka|Pokasuka Ghost! (Japan)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|manicpnc|preliminary|Sega
pstone|Power Stone|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom
pstone2|Power Stone 2|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom
pstone2b|Power Stone 2 (bootleg)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|pstone2|preliminary|Capcom
psyvar2|Psyvariar 2 - The Will To Fabricate (Japan) (GDL-0024)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Success
puyoda|Puyo Puyo Da! (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Compile
puyofev|Puyo Pop Fever (World) (GDS-0034)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
puyofevj|Puyo Puyo Fever (Japan) (GDS-0031)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|puyofev|preliminary|Sega
puyofevp|Puyo Puyo Fever (prototype ver 0.01)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|puyofev|preliminary|Sega
qmegamis|Quiz Aa! Megami-sama ~Tatakau Tsubasa to Tomoni~ (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
quizqgd|Quiz Keitai Q mode (GDL-0017)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Amedio/Taito
radirgy|Radirgy (Japan, Rev A) (GDL-0032A)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Milestone
radirgyn|Radirgy Noa (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Lucky/Milestone
radirgyo|Radirgy (Japan) (GDL-0032)|clone|sega/naomi.cpp|270|640|480|61.702586|naomigd|radirgy|preliminary|Milestone
rhytngk|Rhythm Tengoku (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Nintendo - J.P ROOM/Sega
ringout|Ring Out 4x4 (Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
ringouto|Ring Out 4x4|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|ringout|preliminary|Sega
samba|Samba De Amigo (Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
samba2k|Samba de Amigo ver. 2000 (Japan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
sambaa|Samba De Amigo (Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|samba|preliminary|Sega
sambap|Samba De Amigo (USA, prototype)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|samba|preliminary|Sega
senko|Senko no Ronde (Japan, Rev A) (GDL-0030A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|G.Rev
senkoo|Senko no Ronde (Japan) (GDL-0030)|clone|sega/naomi.cpp|0|640|480|61.702586|naomigd|senko|preliminary|G.Rev
senkosp|Senko no Ronde Special (Export, Japan) (GDL-0038)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|G.Rev
sfz3ugd|Street Fighter Zero 3 Upper (Japan) (GDL-0002)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Capcom
sgtetris|Sega Tetris|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shaktam|Shakatto Tambourine (Rev B) (GDS-0002B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
shaktamb|Shakatto Tambourine Cho Powerup Chu (2K1 AUT) (GDS-0016)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
shaktmsp|Shakatto Tambourine Motto Norinori Shinkyoku Tsuika (2K1 SPR) (GDS-0013)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
shangril|Dengen Tenshi Taisen Janshi Shangri-la|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Marvelous Ent.
shikgam2|Shikigami no Shiro II / The Castle of Shikigami II (GDL-0021)|parent|sega/naomi.cpp|270|640|480|61.702586|naomigd||preliminary|Alfa System
shootopl|Shootout Pool|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shootpl|Shootout Pool Prize (Export) / Shootout Pool The Medal (Japan, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shootplm|Shootout Pool Prize (Export) / Shootout Pool The Medal (Japan) Version B|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shootplmp|Shootout Pool Prize (Export) / Shootout Pool The Medal (Japan) Version B (prototype)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shootplm|preliminary|Sega
shors2k1|Star Horse 2001 (satellite, Rev B)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Sega
shors2k2|Star Horse 2002 (sound, Export/Taiwan)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shors2k2l|Star Horse 2002 (live)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shors2k2m|Star Horse 2002 (main screens)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shors2k2s|Star Horse 2002 (sound and backup, Rev A)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
shorse|Star Horse (satellite)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Sega
shorsel|Star Horse (live and backup)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorse|preliminary|Sega
shorsem|Star Horse (main screens)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorse|preliminary|Sega
shorsep|Star Horse Progress (satellite, Rev A)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Sega
shorsepb|Star Horse Progress (backup data)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsep|preliminary|Sega
shorsepl|Star Horse Progress (live, Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsep|preliminary|Sega
shorsepm|Star Horse Progress (main screens, Rev B)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsep|preliminary|Sega
shorsepr|Star Horse Progress Returns (satellite)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Sega
shorseprl|Star Horse Progress Returns (live and voice)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsepr|preliminary|Sega
shorseprs|Star Horse Progress Returns (sound)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsepr|preliminary|Sega
shorseprvl|Star Horse Progress Returns (main screen left)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsepr|preliminary|Sega
shorseprvr|Star Horse Progress Returns (main screen right)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsepr|preliminary|Sega
shorseps|Star Horse Progress (sound & backup, Rev A)|clone|sega/naomi.cpp|0|640|480|61.702586|naomi|shorsep|preliminary|Sega
sl2007|Shooting Love 2007 (Japan)|parent|sega/naomi.cpp|270|640|480|61.702586|naomi||preliminary|Triangle Service
slasho|Slashout|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
slashout|Slashout (GDS-0004)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
smarinef|Sega Marine Fishing|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
smlg99|World Series 99 / Super Major League 99|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Sega
spawn|Spawn: In the Demon's Hand (Rev B)|parent|sega/naomi.cpp|0|640|480|61.702586|naomi||preliminary|Capcom/Todd McFarlane
spkrbtl|Spikers Battle (GDS-0005)|parent|sega/naomi.cpp|0|640|480|61.702586|naomigd||preliminary|Sega
